context,target,generated_response,bleu-2,rouge-l
"User: and not cost a lot of money

Assistant: Yea, i hope things work out for you!
User: thanks 

User: have a good day

User: good sunday

Assistant: ",You as well!,Good day to you to!,0,0.0
"User: have you ever failed a test?
Assistant: ","I failed a driving test once



",Hi! I'm sorry to hear that. I know it can be difficult when you feel like you are not good enough. ,0.0154,0.0741
"User: have you ever failed a test?
Assistant: I failed a driving test once




User: how did it make you feel?

Assistant: ",I was very aggravated. I thought it was the instructor's fault. I was 15.,"I felt pretty embarrassed. I thought I was so prepared for it. I had to retake it. I was able to pass eventually, but I had to be careful about how I studied. I studied the wrong way at first and it back came to haunt me.",0.1054,0.2381
"User: have you ever failed a test?
Assistant: I failed a driving test once




User: how did it make you feel?

Assistant: I was very aggravated. I thought it was the instructor's fault. I was 15.
Assistant: ",actually 16,I had to take it again. I did better the second time.,0,0.0
"Assistant: I was very aggravated. I thought it was the instructor's fault. I was 15.
Assistant: actually 16
User: I failed a math test, and was really depressed about this situation. it was my final. I barely passed the class. the teacher graded ont he curve.

User: I failed the written part of the driving test when i was 16, i was upset about that as well. took 3 times to pass it

User: so, did you ever pass the test

Assistant: ","Well, you passed!",it was my first time driving,0,0.0
"User: I failed a math test, and was really depressed about this situation. it was my final. I barely passed the class. the teacher graded ont he curve.

User: I failed the written part of the driving test when i was 16, i was upset about that as well. took 3 times to pass it

User: so, did you ever pass the test

Assistant: Well, you passed!
User: right, but still it was a hard pill to swallow knowing that i didn't pass it on my own, i needed the weight of the class to pull me up

Assistant: ","I did. On my second try. But, take heart. You tried your best and you are continuing to try hard. It's wise to keep in touch with how you're feeling.
","I totally understand. I've failed tests and felt horrible about it, but I was always able to bounce back.",0.0166,0.1277
"User: so, did you ever pass the test

Assistant: Well, you passed!
User: right, but still it was a hard pill to swallow knowing that i didn't pass it on my own, i needed the weight of the class to pull me up

Assistant: I did. On my second try. But, take heart. You tried your best and you are continuing to try hard. It's wise to keep in touch with how you're feeling.

User: I was, and I am still feeling really upset about passing on my on. I currently enrolled in another math class. Im hoping that this ends differently. 
Assistant: ","I find that sometimes some breathing exercises, getting fresh air, can help clear your head. ",I'm sure you can do better next time. It's great that you're taking another class.,0.0309,0.129
"User: right, but still it was a hard pill to swallow knowing that i didn't pass it on my own, i needed the weight of the class to pull me up

Assistant: I did. On my second try. But, take heart. You tried your best and you are continuing to try hard. It's wise to keep in touch with how you're feeling.

User: I was, and I am still feeling really upset about passing on my on. I currently enrolled in another math class. Im hoping that this ends differently. 
Assistant: I find that sometimes some breathing exercises, getting fresh air, can help clear your head. 
User: I guess I can try that, i usually just eat and avoid my math work until the last minute. I am an emotional eater.
Assistant: ",taking long walks as well. Don't obsess on it.,I'm sorry you're having a hard time. I can tell how much you care about this.,0,0.0
"User: I was, and I am still feeling really upset about passing on my on. I currently enrolled in another math class. Im hoping that this ends differently. 
Assistant: I find that sometimes some breathing exercises, getting fresh air, can help clear your head. 
User: I guess I can try that, i usually just eat and avoid my math work until the last minute. I am an emotional eater.
Assistant: taking long walks as well. Don't obsess on it.
User: i like walking my dog, that usually gives me sometime to reflect and to stay optimistic about math. I have a great family support because my family knows how much I want to become a math teacher.  
Assistant: ",right. stay optimistic.,I am sure you will be successful. You are already taking steps to improve yourself and that's a great start.,0,0.0
"User: I guess I can try that, i usually just eat and avoid my math work until the last minute. I am an emotional eater.
Assistant: taking long walks as well. Don't obsess on it.
User: i like walking my dog, that usually gives me sometime to reflect and to stay optimistic about math. I have a great family support because my family knows how much I want to become a math teacher.  
Assistant: right. stay optimistic.
User: Thanks for all the positive advice. 
Assistant: ",You certainly got your work cut out for you.,You are very welcome.,0.0262,0.1538
"User: Thanks for all the positive advice. 
Assistant: You certainly got your work cut out for you.
User: i know thats why im so stress. 
User: stressed
User: bye
Assistant: ","Perhaps ""teacher"" is the right path, buth ""math"" is not. good Luck to you",Good luck with the interviews!,0.0117,0.1111
"User: i know thats why im so stress. 
User: stressed
User: bye
Assistant: Perhaps ""teacher"" is the right path, buth ""math"" is not. good Luck to you
User: maybe so.  Thanks!
Assistant: ",Welcome. I'm out.,bye,0,0.0
Assistant: ,Hello! How can I help you today?,"Hi, How are you today?",0.2596,0.5
"Assistant: Hello! How can I help you today?
User: I'M PASSING THROUGH DEPRESSION 

Assistant: ",That sounds really rough. When did this begin?,What has caused you to be depressed?,0,0.0
"Assistant: Hello! How can I help you today?
User: I'M PASSING THROUGH DEPRESSION 

Assistant: That sounds really rough. When did this begin?
User: TODAY

User: I LOST A VERY DEAR FRIEND
Assistant: ","I am so sorry to hear this! Losing a close friend can be very difficult.Communicating your feelings is a step in the right direction to cope with your emotions.
","Oh, that sounds so hard. Is he or she still around?",0.0059,0.0513
"User: TODAY

User: I LOST A VERY DEAR FRIEND
Assistant: I am so sorry to hear this! Losing a close friend can be very difficult.Communicating your feelings is a step in the right direction to cope with your emotions.

User: i dont know how i can get over ,its heart breaking since i heard about the sad news of his demise 
User: have been taking Alcohol since to wipe away the emotion but its seems its getting more complicated
Assistant: ",I can tell you are very sad about this situation and understandably so.  It seems as if alcohol is your coping mechanism right now correct? Do you have close friends to share your emotions with?,I understand that you are having difficulty accepting the loss of a close friend. ,0.0331,0.1667
"Assistant: I am so sorry to hear this! Losing a close friend can be very difficult.Communicating your feelings is a step in the right direction to cope with your emotions.

User: i dont know how i can get over ,its heart breaking since i heard about the sad news of his demise 
User: have been taking Alcohol since to wipe away the emotion but its seems its getting more complicated
Assistant: I can tell you are very sad about this situation and understandably so.  It seems as if alcohol is your coping mechanism right now correct? Do you have close friends to share your emotions with?
User: yes , i normally take Alcohol any time am going through any sad moment , i dont have friends near by , am the nly one at home 
Assistant: ",I see.  I also am the only one in my home and frequently have no one to turn to during hard times.  Have you thought about a local grief counselor? ,I understand.  Have you considered getting support groups? ,0.0148,0.1714
"Assistant: I can tell you are very sad about this situation and understandably so.  It seems as if alcohol is your coping mechanism right now correct? Do you have close friends to share your emotions with?
User: yes , i normally take Alcohol any time am going through any sad moment , i dont have friends near by , am the nly one at home 
Assistant: I see.  I also am the only one in my home and frequently have no one to turn to during hard times.  Have you thought about a local grief counselor? 
User: yes , i am actually thinking about that when mymind is at ease
User: actually i dont like disclosing my affairs or what am passing through with strangers 
Assistant: ",You have taken this step and most counselors can do virtual meetings if you would like to keep yourself anonymous. I know it would be really hard for but I have total confidence in you!,"I understand.  I also have a hard time opening up to new people.  I think that's why I have a hard time finding a grief counselor.  However, I also understand that you are doing your best to protect yourself and your home.  I think you should go ahead and do it because it may be good for you to talk to someone.  It can be comforting to talk to someone about your feelings.",0.0516,0.2821
"User: yes , i normally take Alcohol any time am going through any sad moment , i dont have friends near by , am the nly one at home 
Assistant: I see.  I also am the only one in my home and frequently have no one to turn to during hard times.  Have you thought about a local grief counselor? 
User: yes , i am actually thinking about that when mymind is at ease
User: actually i dont like disclosing my affairs or what am passing through with strangers 
Assistant: You have taken this step and most counselors can do virtual meetings if you would like to keep yourself anonymous. I know it would be really hard for but I have total confidence in you!
Assistant: ",Have you tried any other ways besides alcohol?,I am also a single mom and I understand that you are going through a lot of difficult times. ,0.0171,0.0769
"User: actually i dont like disclosing my affairs or what am passing through with strangers 
Assistant: You have taken this step and most counselors can do virtual meetings if you would like to keep yourself anonymous. I know it would be really hard for but I have total confidence in you!
Assistant: Have you tried any other ways besides alcohol?
User: owk, thanks 
User: not really , i havent take anything except alcohol
Assistant: ",Journaling your feelings has also been an effective way to get the emotions out! You seem like you have a lot to share so it might be a good option for you!,I am really sorry to hear that. I know you can do this. You can try and talk to your friends and see if they can help.,0.0222,0.1154
"User: owk, thanks 
User: not really , i havent take anything except alcohol
Assistant: Journaling your feelings has also been an effective way to get the emotions out! You seem like you have a lot to share so it might be a good option for you!
User: yea
User: i will try to consult counselors
Assistant: ",I am so glad to hear this! I know you will get through this stronger than before! ,I hope you find some peace and balance. I think you are on the right track and will find the right path!,0.0294,0.1875
"Assistant: Journaling your feelings has also been an effective way to get the emotions out! You seem like you have a lot to share so it might be a good option for you!
User: yea
User: i will try to consult counselors
Assistant: I am so glad to hear this! I know you will get through this stronger than before! 
User: yes, thanks for the concern
Assistant: ",I hope I have helped and provided a safe place for you to share. You will get through this! Remember to take one day at a time and never be scared to ask for help!,You are welcome! I hope you can start to feel better soon!,0.0286,0.2439
"Assistant: I am so glad to hear this! I know you will get through this stronger than before! 
User: yes, thanks for the concern
Assistant: I hope I have helped and provided a safe place for you to share. You will get through this! Remember to take one day at a time and never be scared to ask for help!
User: very well , i reall appreciate
User: God bless
Assistant: ",Same to you!,You as well! I hope you have a great rest of your day! ,0,0.0
"Assistant: I hope I have helped and provided a safe place for you to share. You will get through this! Remember to take one day at a time and never be scared to ask for help!
User: very well , i reall appreciate
User: God bless
Assistant: Same to you!
User: bye
Assistant: ",Good bye!,Have a great night!,0,0.0
Assistant: ,Hello,"Hi, how are you doing today?",0,0.0
"Assistant: Hello
User: Hello how are you?

Assistant: ",I'm doing well. How are you doing?,I am good. How are you?,0.2186,0.3077
"Assistant: Hello
User: Hello how are you?

Assistant: I'm doing well. How are you doing?
User: Not so well as per my message previously.

Assistant: ",Interesting I didn't see your previous message. It didn't come through on my end.  Can you tell me what's going on?,What seems to be the problem?,0,0.0
"Assistant: I'm doing well. How are you doing?
User: Not so well as per my message previously.

Assistant: Interesting I didn't see your previous message. It didn't come through on my end.  Can you tell me what's going on?
User: Well I was having a pretty crappy day to start

User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: ",I'm really sorry to hear that. ,I can understand why that would make you feel bad. Is there something you can do to get over that?,0.0162,0.16
"User: Not so well as per my message previously.

Assistant: Interesting I didn't see your previous message. It didn't come through on my end.  Can you tell me what's going on?
User: Well I was having a pretty crappy day to start

User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: I'm really sorry to hear that. 
Assistant: ",What happened during your encounter with the lady?,What's the situation with the lady that you had a bad run with?,0.1132,0.2
"User: Well I was having a pretty crappy day to start

User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: I'm really sorry to hear that. 
Assistant: What happened during your encounter with the lady?
User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: ","woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family
",That is very mean and not acceptable. Do you have a family member that can help you with this situation?,0.0155,0.1569
"User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: I'm really sorry to hear that. 
Assistant: What happened during your encounter with the lady?
User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family

Assistant: ",Did anyone respond to her?,Did you talk to anyone about this?,0.0845,0.3333
"Assistant: What happened during your encounter with the lady?
User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family

Assistant: Did anyone respond to her?
User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: ","That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 
",I'm sorry that happened to you. I know how uncomfortable that is to be in such a situation.,0.0171,0.0571
"User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family

Assistant: Did anyone respond to her?
User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 

Assistant: ",one can hope anyway....,Did you get any physical injuries from her?,0,0.0
"Assistant: Did anyone respond to her?
User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 

Assistant: one can hope anyway....
User: LOL, I really hope so too!!
Assistant: ","I'm sure she got hers, and if not, I'm sure it's coming. The best thing you can do is smile and move on. The best advice someone gave me is ""consider the source"" when someone treats you crappy. They are probably having many problems of their own or maybe they are just terrible people. ",I hope you are able to get back to your work and take care of yourself.,0.0038,0.1311
"User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 

Assistant: one can hope anyway....
User: LOL, I really hope so too!!
Assistant: I'm sure she got hers, and if not, I'm sure it's coming. The best thing you can do is smile and move on. The best advice someone gave me is ""consider the source"" when someone treats you crappy. They are probably having many problems of their own or maybe they are just terrible people. 
Assistant: ",Bad things inevitably happen to terrible people. its usually just a matter of time. ,"It's easy to get caught up in the situation, but try to see it from their perspective, do you think they would have such a bad person as you in their life?",0.0142,0.093
"User: LOL, I really hope so too!!
Assistant: I'm sure she got hers, and if not, I'm sure it's coming. The best thing you can do is smile and move on. The best advice someone gave me is ""consider the source"" when someone treats you crappy. They are probably having many problems of their own or maybe they are just terrible people. 
Assistant: Bad things inevitably happen to terrible people. its usually just a matter of time. 
User: You're right but I hope because after all of that crap, I got a text from my friend telling me off. Like I already to a figurative kick to the face, now this low blow

User: took*

Assistant: ",I'm sorry to hear all that. ,Oh no! That's a tough one. I'm sure she got your message and now she's probably having a bad day. I'm sure you can get through this. ,0.0119,0.125
"Assistant: Bad things inevitably happen to terrible people. its usually just a matter of time. 
User: You're right but I hope because after all of that crap, I got a text from my friend telling me off. Like I already to a figurative kick to the face, now this low blow

User: took*

Assistant: I'm sorry to hear all that. 
User: Yea, I feel like this whole year is just bringing out the worst in people

Assistant: ","I agree, it definitely is. Stress is running high and people are being dumb. Hopefully you have a good outlet to vent your stresses. Whether it's a friend, working out, doing a hobby. It'll help you focus on things you want to focus on and not the nonsense ",I feel the same way.,0.0,0.0909
"User: took*

Assistant: I'm sorry to hear all that. 
User: Yea, I feel like this whole year is just bringing out the worst in people

Assistant: I agree, it definitely is. Stress is running high and people are being dumb. Hopefully you have a good outlet to vent your stresses. Whether it's a friend, working out, doing a hobby. It'll help you focus on things you want to focus on and not the nonsense 
User: Yea, and staying inside lol

Assistant: ",amen,"Yeah, I'm glad you're not going out and about. I can't imagine how bad this year is for everyone. ",0,0.0
Assistant: ,"Hi, how are you doing?
","Hi, how are you doing today?",0.6325,0.7273
"Assistant: Hi, how are you doing?

User: Hello. I suppose I could be doing better.

Assistant: ","Anything in particular you're having a hard time with?
","What's going on?
",0,0.0
"Assistant: Hi, how are you doing?

User: Hello. I suppose I could be doing better.

Assistant: Anything in particular you're having a hard time with?

User: Yep. Thanks for asking. It feels to me like my GF and I may be breaking up.

Assistant: ","I'm sorry, I've been in that position before. Do you feel it's for the best?",How did that happen?,0.0058,0.1053
"User: Hello. I suppose I could be doing better.

Assistant: Anything in particular you're having a hard time with?

User: Yep. Thanks for asking. It feels to me like my GF and I may be breaking up.

Assistant: I'm sorry, I've been in that position before. Do you feel it's for the best?
User: No. I am very sad about it. She recently informed me shes going to go a graduate school far away after I made the decision to come to school near where she lives.
Assistant: ","That's really hard, especially when there's chance it could have worked out if it wasn't for the distance. Do you regret choosing to go to the school near where she lives?",That's a very tough situation to be in. You both have to make a difficult decision.,0.016,0.1429
"User: Yep. Thanks for asking. It feels to me like my GF and I may be breaking up.

Assistant: I'm sorry, I've been in that position before. Do you feel it's for the best?
User: No. I am very sad about it. She recently informed me shes going to go a graduate school far away after I made the decision to come to school near where she lives.
Assistant: That's really hard, especially when there's chance it could have worked out if it wasn't for the distance. Do you regret choosing to go to the school near where she lives?
User: Yes. I feel like I put my life on hold for someone else only to have them throw me to the curve.
Assistant: ",Definitely feeling like you're living for someone else and having them not do the same is hurtful. Although it seems like you're the one in the relationship who is willing to make more sacrifices,I can see how that would be difficult. Have you tried to talk to her about your feelings?,0.0074,0.0435
"User: Yes. I feel like I put my life on hold for someone else only to have them throw me to the curve.
Assistant: Definitely feeling like you're living for someone else and having them not do the same is hurtful. Although it seems like you're the one in the relationship who is willing to make more sacrifices
User: At this point, yes.
User: I just wish we would of talked about this a year ago when I uprooted my life the first time.
User: I fear that this will continue to happen.

Assistant: ",Oh ok then it's not the first time this has happened. ,I'm sorry to hear that. Have you considered getting a mediator to help you sort through the issues you're having now?,0.0154,0.0645
"Assistant: Definitely feeling like you're living for someone else and having them not do the same is hurtful. Although it seems like you're the one in the relationship who is willing to make more sacrifices
User: At this point, yes.
User: I just wish we would of talked about this a year ago when I uprooted my life the first time.
User: I fear that this will continue to happen.

Assistant: Oh ok then it's not the first time this has happened. 
Assistant: ","I think you might be right, if you notice a pattern then it might continue to happen",It's probably good that you are aware of the situation and are taking the time to think about it,0.0342,0.125
"User: I just wish we would of talked about this a year ago when I uprooted my life the first time.
User: I fear that this will continue to happen.

Assistant: Oh ok then it's not the first time this has happened. 
Assistant: I think you might be right, if you notice a pattern then it might continue to happen
User: So you think this will continue to happen?

Assistant: ","Most likely, she seems to need space to live for herself and is less willing to make sacrifices for you like you do for her",It's hard to say. I think if you keep working on yourself you might find a better job,0.0212,0.1081
"User: I fear that this will continue to happen.

Assistant: Oh ok then it's not the first time this has happened. 
Assistant: I think you might be right, if you notice a pattern then it might continue to happen
User: So you think this will continue to happen?

Assistant: Most likely, she seems to need space to live for herself and is less willing to make sacrifices for you like you do for her
Assistant: ","But even it won't happen again, you shouldn't have to live worrying that it will","I think you need to let her go, it's the right thing to do.",0.0309,0.1481
"Assistant: Oh ok then it's not the first time this has happened. 
Assistant: I think you might be right, if you notice a pattern then it might continue to happen
User: So you think this will continue to happen?

Assistant: Most likely, she seems to need space to live for herself and is less willing to make sacrifices for you like you do for her
Assistant: But even it won't happen again, you shouldn't have to live worrying that it will
Assistant: ",Have you spoken to her about how you feel?,"I would recommend talking to her about it, see if she is willing to give you space and move on",0.1451,0.2963
"Assistant: Most likely, she seems to need space to live for herself and is less willing to make sacrifices for you like you do for her
Assistant: But even it won't happen again, you shouldn't have to live worrying that it will
Assistant: Have you spoken to her about how you feel?
User: I dont even know how to start the conversation.
User: I feel betrayed and that I have wasted the last 3 years.
Assistant: ",Wow I can only imagine. But I think it wasn't a waste if there were good times and you had room to grow. In relationships you have to prioritize your own happiness and I'm sure if you mentioned that you're frustrated and hurt maybe you can understand how she feels and why she made the decisions she made,Do you have any friends or family that you can talk to?,0.006,0.1429
"Assistant: Have you spoken to her about how you feel?
User: I dont even know how to start the conversation.
User: I feel betrayed and that I have wasted the last 3 years.
Assistant: Wow I can only imagine. But I think it wasn't a waste if there were good times and you had room to grow. In relationships you have to prioritize your own happiness and I'm sure if you mentioned that you're frustrated and hurt maybe you can understand how she feels and why she made the decisions she made
User: Its frustrating. I am sorry to complain. It seems silly with everything going on in the world.
Assistant: ",Absolutely not! Individual frustrations are the best things to focus on before everything that happens in the world. ,"I know it's hard but I would say if you can't find a way to speak to her about it, you can't really move forward. I would also say if she's not responding to your attempts to talk to her, you may need to find someone else to talk to.",0.0064,0.0392
"User: I feel betrayed and that I have wasted the last 3 years.
Assistant: Wow I can only imagine. But I think it wasn't a waste if there were good times and you had room to grow. In relationships you have to prioritize your own happiness and I'm sure if you mentioned that you're frustrated and hurt maybe you can understand how she feels and why she made the decisions she made
User: Its frustrating. I am sorry to complain. It seems silly with everything going on in the world.
Assistant: Absolutely not! Individual frustrations are the best things to focus on before everything that happens in the world. 
User: What should I do? I feel like I just need to give up. I feel even worse because it is Christmas.
Assistant: ",I think it's important that you talk to her and get the answers you need. She might not even have been aware you feel this way and assumed you were happy to move for her. ,I would recommend taking a break from her. It may not be the best decision at the time but sometimes you need to let go of someone you don't want to be around.,0.0259,0.2373
"Assistant: Wow I can only imagine. But I think it wasn't a waste if there were good times and you had room to grow. In relationships you have to prioritize your own happiness and I'm sure if you mentioned that you're frustrated and hurt maybe you can understand how she feels and why she made the decisions she made
User: Its frustrating. I am sorry to complain. It seems silly with everything going on in the world.
Assistant: Absolutely not! Individual frustrations are the best things to focus on before everything that happens in the world. 
User: What should I do? I feel like I just need to give up. I feel even worse because it is Christmas.
Assistant: I think it's important that you talk to her and get the answers you need. She might not even have been aware you feel this way and assumed you were happy to move for her. 
Assistant: ","Although again, I'm really sorry you have to go through this during the holidays, definitely sucks but doesn't mean you can't at least get some answers and move on with your life",Is Christmas more stressful for you personally?,0.0014,0.0526
"Assistant: Absolutely not! Individual frustrations are the best things to focus on before everything that happens in the world. 
User: What should I do? I feel like I just need to give up. I feel even worse because it is Christmas.
Assistant: I think it's important that you talk to her and get the answers you need. She might not even have been aware you feel this way and assumed you were happy to move for her. 
Assistant: Although again, I'm really sorry you have to go through this during the holidays, definitely sucks but doesn't mean you can't at least get some answers and move on with your life
User: Thank you.

Assistant: ",Thank you for talking to me! I hope it all works out ,"No problem! I hope you can find a better solution and get some closure on the situation, I know you can.",0.0845,0.1333
Assistant: ,"Hello.  How are you doing?
","Hi there, how are you feeling at the moment?",0.1667,0.2857
"Assistant: Hello.  How are you doing?

User: I'm good

User: How about you?

Assistant: ",Very little to complain about today. What brings you here?,"I'm doing well.  What brings you here today?
",0.2549,0.3333
"Assistant: Hello.  How are you doing?

User: I'm good

User: How about you?

Assistant: Very little to complain about today. What brings you here?
User: Just want to talk some random stuff basically just want a companion

Assistant: ",How's the weather where you are?,I understand.  Do you have anything specific you'd like to talk about?,0.0275,0.1111
"User: How about you?

Assistant: Very little to complain about today. What brings you here?
User: Just want to talk some random stuff basically just want a companion

Assistant: How's the weather where you are?
User: Still pretty cold and dry in here, how about there?

Assistant: ",Exactly the same.  What are you doing to stay warm?,"Pretty good, but I do like the cold sometimes.",0.0333,0.1053
"Assistant: How's the weather where you are?
User: Still pretty cold and dry in here, how about there?

Assistant: Exactly the same.  What are you doing to stay warm?
User: Just in my long pajamas with heater

User: I don't really know what to do anymore, I am just lazy on everything
Assistant: ","Well you're resourceful at staying warm, at least. You mentioned wanting a companion, are you living alone?",It's a good start.  Are you staying in bed all day?,0.0303,0.2222
"Assistant: Exactly the same.  What are you doing to stay warm?
User: Just in my long pajamas with heater

User: I don't really know what to do anymore, I am just lazy on everything
Assistant: Well you're resourceful at staying warm, at least. You mentioned wanting a companion, are you living alone?
User: not really I'm living with my family but I don't really talk to them anymore I'm just in my room all day.
Assistant: ","Is it the stress of the pandemic getting to you & your family, or something else?","Well, you have a family that cares about you. Maybe you could give them a call and let them know how you are doing. ",0.0135,0.0571
"User: I don't really know what to do anymore, I am just lazy on everything
Assistant: Well you're resourceful at staying warm, at least. You mentioned wanting a companion, are you living alone?
User: not really I'm living with my family but I don't really talk to them anymore I'm just in my room all day.
Assistant: Is it the stress of the pandemic getting to you & your family, or something else?
User: It's something else
Assistant: ",Can you share?,"Do you have hobbies, or any special interests?",0.0423,0.1818
"User: not really I'm living with my family but I don't really talk to them anymore I'm just in my room all day.
Assistant: Is it the stress of the pandemic getting to you & your family, or something else?
User: It's something else
Assistant: Can you share?
User: Just a fight from years ago and I decided to not talk to them anymore. 

Assistant: ","That's completely your decision, but it can bring us down at times.  What are you doing to stay positive during these crazy times in the world?",That's a great way to move on. I don't think you should let a past fight affect your life.,0.0237,0.186
"Assistant: Is it the stress of the pandemic getting to you & your family, or something else?
User: It's something else
Assistant: Can you share?
User: Just a fight from years ago and I decided to not talk to them anymore. 

Assistant: That's completely your decision, but it can bring us down at times.  What are you doing to stay positive during these crazy times in the world?
Assistant: ","I know you mentioned feeling lazy.  Sometimes I make a list of things in the morning that I want  to accomplish.  Even if I get one done, it's a win.  :-)",Have you tried any of the strategies that can help you overcome your past fighting?,0.015,0.1951
"User: Just a fight from years ago and I decided to not talk to them anymore. 

Assistant: That's completely your decision, but it can bring us down at times.  What are you doing to stay positive during these crazy times in the world?
Assistant: I know you mentioned feeling lazy.  Sometimes I make a list of things in the morning that I want  to accomplish.  Even if I get one done, it's a win.  :-)
User: I talk to my friends online, play games, watch movies, etc.

User: I know, I should find a productive hobby

Assistant: ",A hobby could be another outlet for you in addition to talking to your friends online.  You don't have to put too much pressure on yourself for it to be productive.  What hobby ideas do you have?,I'm glad you have things to do that make you feel better.  What do you like to do when you have time to relax?,0.07,0.2174
"Assistant: I know you mentioned feeling lazy.  Sometimes I make a list of things in the morning that I want  to accomplish.  Even if I get one done, it's a win.  :-)
User: I talk to my friends online, play games, watch movies, etc.

User: I know, I should find a productive hobby

Assistant: A hobby could be another outlet for you in addition to talking to your friends online.  You don't have to put too much pressure on yourself for it to be productive.  What hobby ideas do you have?
User: Like painting or learn new skills online like coding, anything that can improve my human capital

Assistant: ","What a great idea about learning new skills.  It would be a great investment of your time, as well as improve your human capital.  Win-win.  Can you make a plan to research some places where you can sign-up for a coding class?  Maybe research the next few days, and commit to starting in the nest 2-3 weeks?  You would also meet others like yourself online also trying to learn a new skill.",I love to listen to music.  I find it very helpful for me.  It's a good way to clear your mind.,0.0033,0.1067
"User: I know, I should find a productive hobby

Assistant: A hobby could be another outlet for you in addition to talking to your friends online.  You don't have to put too much pressure on yourself for it to be productive.  What hobby ideas do you have?
User: Like painting or learn new skills online like coding, anything that can improve my human capital

Assistant: What a great idea about learning new skills.  It would be a great investment of your time, as well as improve your human capital.  Win-win.  Can you make a plan to research some places where you can sign-up for a coding class?  Maybe research the next few days, and commit to starting in the nest 2-3 weeks?  You would also meet others like yourself online also trying to learn a new skill.
User: I have a book, I mostly research in online if I can't understand it fully or watch youtube tutorials
Assistant: ",Then you already have a plan.  I like it.  It's good to have something to focus on.  When is your goal to finish the book?,It sounds like you are a very proactive person.  Is there anything else you would like to talk about?,0.0249,0.2051
"User: Like painting or learn new skills online like coding, anything that can improve my human capital

Assistant: What a great idea about learning new skills.  It would be a great investment of your time, as well as improve your human capital.  Win-win.  Can you make a plan to research some places where you can sign-up for a coding class?  Maybe research the next few days, and commit to starting in the nest 2-3 weeks?  You would also meet others like yourself online also trying to learn a new skill.
User: I have a book, I mostly research in online if I can't understand it fully or watch youtube tutorials
Assistant: Then you already have a plan.  I like it.  It's good to have something to focus on.  When is your goal to finish the book?
User: A month maybe, idk depends on how much I can handle it

Assistant: ",I know you can handle it.  You speak very well and I just think you need a touch of motivation.  We all do!,"That's great.  I think it would be a good investment of your time.  You would also meet people who share the same interests as you.  I'm sure you will have fun.  The next few days, you could research a few different coding sites.  It's really easy to start with a few minutes a day.  I think it would be very beneficial to you.  I know it's been a rough time for many of us, but you are strong.  I believe you will be successful.",0.0379,0.1975
