context,target,generated_response,bleu-2,rouge-l,target_strategy,pred_strategy,strategy_match
"User: I would say that is fairly accurate.

User: Often times, I wish an asteroid would come down and begin the apocolypse. 

User: Something to break up the routine

User: Don't you find life utterly boring and repetitive? 

Assistant: Just from these few messages, I can tell you are extremely upset about this. 

Assistant: ","I have had problems in the past with depression as well, I used to have severe anxiety as well."," I have had my fair share of life events, and sometimes it can get very repetitive.",0.1311,0.1875,[Self-disclosure],[Others],0
"Assistant: Just from these few messages, I can tell you are extremely upset about this. 

Assistant: I have had problems in the past with depression as well, I used to have severe anxiety as well. 

User: Sorry to hear that. Anxiety and depression are dual bladed sword of badness

User: Really bad mixture

User: I never struggled too much with anxiety. 

Assistant: ",It was tough. Have you thought about consulting a psychological professional to help with this issue? I did when I was going through my depression and it really helped.," I had found that medication really helped me in some of the tough times. I would suggest looking into that, or perhaps finding a therapist.",0.022,0.1569,[Providing Suggestions],[Providing Suggestions],1
"User: I never struggled too much with anxiety. 

Assistant: It was tough. Have you thought about consulting a psychological professional to help with this issue? I did when I was going through my depression and it really helped. 

User: NO! I would never do that. I'm already on anti depressants. That didn't help at all. 

User: I just don't understand why people like life enough to make more people!

User: It is madness!

Assistant: ","I didn't like the meds that they gave me either, however I felt that talking to someone helped me a great deal."," I'm sorry to hear that. I understand how difficult this is. 
",0.0157,0.129,[Self-disclosure],[Others],0
"User: It is madness!

Assistant: I didn't like the meds that they gave me either, however I felt that talking to someone helped me a great deal. 

User: Well, I'm glad it helped you. I'm not just saying that. Being depressed is awful. 

User: 
What did it do for you?

User: How so?

Assistant: ",It was good to be able to talk to an objective third party about what was going on. It allowed me to get my feelings out without the threat of being judges or harrassed.," Well, there is a lot of things that you could do, like joining a support group or joining a new hobby. 
",0.0118,0.0833,[Self-disclosure],[Providing Suggestions],0
"User: 
What did it do for you?

User: How so?

Assistant: It was good to be able to talk to an objective third party about what was going on. It allowed me to get my feelings out without the threat of being judges or harrassed. 

User: I understand. Well, I appreciate your time and advice. I just don't feel like you and I are understanding each other very well, though. Anyway, you made your bonus. I appreciate you trying to help me, though

User: We got to talk for another 4 minutes though

Assistant: ",Have you tried to focus on more of your hobbies in order to get your mind off of things?, I understand. I was glad to be able to help. I hope you feel better soon.,0.0293,0.1379,[Providing Suggestions],[Others],0
"User: I understand. Well, I appreciate your time and advice. I just don't feel like you and I are understanding each other very well, though. Anyway, you made your bonus. I appreciate you trying to help me, though

User: We got to talk for another 4 minutes though

Assistant: Have you tried to focus on more of your hobbies in order to get your mind off of things?

User: I used to have more hobbies. Now, I'm not so motivated to do much of anything anymore.

User: I used to play instruments. I like hiking a little, but it is winter now. So... I can't even do that. Plus... I have to travel really far to do that because there is nothing to hike that is very close

Assistant: ",Why did you stop playing insturments?," I know how it feels to feel that way, but I think that you are doing a great job trying to figure things out. I know that you can do it.",0.0104,0.069,[Question],[Affirmation and Reassurance],0
"User: I just lost interest. I'm losing interest in everything, man

User: I think it's time for my heart to give out and make space for the new, ya know

User: Cross my fingers at least

User: Dying in your sleep would be best

User: Wouldn't that be nice? You just drift off after your heart stops in a dream?

Assistant: ",I certainly hope you don't do that!," I think you can do it, you can definitely do it. ",0.0522,0.375,[Others],[Affirmation and Reassurance],0
"User: Wouldn't that be nice? You just drift off after your heart stops in a dream?

Assistant: I certainly hope you don't do that!

User: Well, that's nice. You are a nice person. 

User: Anyway, You finally earned your 3 dollars and 50 cents. You tried. I appreciate it. 

User: Goodbye fellow mturker slave

Assistant: ",I apologize that I wasn't able to make you feel any better, You're welcome. I hope you enjoy the rest of your day.,0.0389,0.1818,[Others],[Others],1
"Assistant: I apologize that I wasn't able to make you feel any better

User: NO!

User: DOnt you dare

User: It is all k

User: goodbye

Assistant: ",Have a wonderful evening!," You have a good day
",0.0707,0.2222,[Others],[Others],1
Assistant: ,Good evening. How are you feeling today?," Hello, how are you?",0.0431,0.1818,[Question],[Question],1
"Assistant: Good evening. How are you feeling today? 
User: Good afternoon
Assistant: ",Is there anything you'd like to talk about?, Can I ask why you are feeling this way? ,0,0.0,[Question],[Question],1
"Assistant: Good evening. How are you feeling today? 
User: Good afternoon
Assistant: Is there anything you'd like to talk about? 
User: I am not happy at all
Assistant: ","I am very sorry to hear that, this should be a fun time of year. What is going on in your life?", I am sorry to hear that. Why? ,0.0701,0.3448,[Others],[Question],0
"User: Good afternoon
Assistant: Is there anything you'd like to talk about? 
User: I am not happy at all
Assistant: I am very sorry to hear that, this should be a fun time of year. What is going on in your life? 
User: I just lose my cousin for COVID-19
Assistant: ","Oh I am so sorry to hear that, how terrible! So you are feeling utterly bereft right now?"," Oh I am so sorry to hear that, I know how scary it can be to lose a loved one. ",0.4072,0.4865,[Reflection of feelings],[Affirmation and Reassurance],0
"User: I am not happy at all
Assistant: I am very sorry to hear that, this should be a fun time of year. What is going on in your life? 
User: I just lose my cousin for COVID-19
Assistant: Oh I am so sorry to hear that, how terrible! So you are feeling utterly bereft right now? 
User: It a very bad year!
Assistant: ",Yes it really is for everyone. I had a family member get Covid earlier this year but thankfully they recovered., I am so sorry to hear that. It has been very rough for you. Do you have any family to lean on? ,0.0255,0.15,[Self-disclosure],[Providing Suggestions],0
"User: I just lose my cousin for COVID-19
Assistant: Oh I am so sorry to hear that, how terrible! So you are feeling utterly bereft right now? 
User: It a very bad year!
Assistant: Yes it really is for everyone. I had a family member get Covid earlier this year but thankfully they recovered. 
User: This person is a good person to every one I didn't pray for this at all
Assistant: ",So you feel let down by the Universe and everything?," I am sorry to hear that, have you considered contacting him? ",0.0302,0.0952,[Reflection of feelings],[Question],0
"User: It a very bad year!
Assistant: Yes it really is for everyone. I had a family member get Covid earlier this year but thankfully they recovered. 
User: This person is a good person to every one I didn't pray for this at all
Assistant: So you feel let down by the Universe and everything? 
User: I feel bad I don't even know how am going to cope with my job any more
Assistant: ",Did you know that there will soon be a vaccine available? I know it is too late for your cousin but it might set your mind at rest about the rest of your family, I can understand that. Have you considered seeking professional help? ,0.0043,0.1026,[Information],[Question],0
"User: This person is a good person to every one I didn't pray for this at all
Assistant: So you feel let down by the Universe and everything? 
User: I feel bad I don't even know how am going to cope with my job any more
Assistant: Did you know that there will soon be a vaccine available? I know it is too late for your cousin but it might set your mind at rest about the rest of your family 
User: I it works
Assistant: ","Well, I think you should try it and see. Hopefully it will work for everyone.", I hope so :) ,0.0058,0.1111,[Providing Suggestions],[Others],0
"User: I feel bad I don't even know how am going to cope with my job any more
Assistant: Did you know that there will soon be a vaccine available? I know it is too late for your cousin but it might set your mind at rest about the rest of your family 
User: I it works
Assistant: Well, I think you should try it and see. Hopefully it will work for everyone. 
User: Because this thing is get out of hand
Assistant: ",Yes. It is quite scary for all of us at the moment. Maybe it will be under control by this time next year though., I think you should try it and see. Hopefully it will work for everyone. ,0.0629,0.1579,[Affirmation and Reassurance],[Others],0
"Assistant: Did you know that there will soon be a vaccine available? I know it is too late for your cousin but it might set your mind at rest about the rest of your family 
User: I it works
Assistant: Well, I think you should try it and see. Hopefully it will work for everyone. 
User: Because this thing is get out of hand
Assistant: Yes. It is quite scary for all of us at the moment. Maybe it will be under control by this time next year though. 
Assistant: ",Can you think of anything to do that would take your mind off things?, I am sorry to hear that. It is a bit of a shock that it has taken this long to be approved ,0.0255,0.1818,[Providing Suggestions],[Providing Suggestions],1
"Assistant: Well, I think you should try it and see. Hopefully it will work for everyone. 
User: Because this thing is get out of hand
Assistant: Yes. It is quite scary for all of us at the moment. Maybe it will be under control by this time next year though. 
Assistant: Can you think of anything to do that would take your mind off things? 
User: I don't even know,
Assistant: ",Perhaps you could make a list of the things that you have to look forward to in the New Year? It might help reassure you that things can get better., Have you considered taking a holiday? ,0.0015,0.1333,[Providing Suggestions],[Providing Suggestions],1
"Assistant: Yes. It is quite scary for all of us at the moment. Maybe it will be under control by this time next year though. 
Assistant: Can you think of anything to do that would take your mind off things? 
User: I don't even know,
Assistant: Perhaps you could make a list of the things that you have to look forward to in the New Year? It might help reassure you that things can get better. 
User: For now I can't think of any, because I am totally depressed right now, I feel that the world is going to end right now
Assistant: ",Please try not to think like that! I think we will survive. I must go but Merry Christmas !, I understand. You might like to have a look at the news to get an idea of the world around you. ,0.0267,0.1081,[Others],[Providing Suggestions],0
"Assistant: Perhaps you could make a list of the things that you have to look forward to in the New Year? It might help reassure you that things can get better. 
User: For now I can't think of any, because I am totally depressed right now, I feel that the world is going to end right now
Assistant: Please try not to think like that! I think we will survive. I must go but Merry Christmas ! 
User: Merry Christmas to you too. Thanks. 
User: Good bye
Assistant: ",bye!, I hope that I have been able to help you and thank you for talking. ,0,0.0,[Others],[Others],1
"User: For now I can't think of any, because I am totally depressed right now, I feel that the world is going to end right now
Assistant: Please try not to think like that! I think we will survive. I must go but Merry Christmas ! 
User: Merry Christmas to you too. Thanks. 
User: Good bye
Assistant: bye!
Assistant: ",You need to end from your side .. I can't, Merry Christmas to you too. ,0.026,0.1333,[Information],[Others],0
"User: hi

Assistant: ",Hey! How are you?," hello, how are you?",0.4082,0.5,[Others],[Question],0
"User: hi

Assistant: Hey! How are you?
User: trying to stay positive but keep having too many thoughts at once :(

Assistant: ",What are these thoughts? :), Is there something specific that you are having a hard time with?,0.0275,0.1176,[Question],[Question],1
"User: hi

Assistant: Hey! How are you?
User: trying to stay positive but keep having too many thoughts at once :(

Assistant: What are these thoughts? :)
User: Its so stupid. I keep worrying about worrying or having something bad happen. The thoughts
 just come so fast
Assistant: ","Maybe your mind is just congested with the thoughts of life, and you just need to relax for a little while", That is normal. I also worry about my thoughts all the time. ,0.0225,0.1212,[Affirmation and Reassurance],[Affirmation and Reassurance],1
"User: trying to stay positive but keep having too many thoughts at once :(

Assistant: What are these thoughts? :)
User: Its so stupid. I keep worrying about worrying or having something bad happen. The thoughts
 just come so fast
Assistant: Maybe your mind is just congested with the thoughts of life, and you just need to relax for a little while
User: tried that. its become more of a chronic thing, like sometimes I cant controll the thoughts or like I dont know how to relax. like a chemical thing 
Assistant: ","A chemical thing, so maybe you need a counsellor, and then he can assess your problem, and everything will be alright :)"," You just need to calm down and do your best to relax, I think you can do it",0.0324,0.1622,[Affirmation and Reassurance],[Affirmation and Reassurance],1
"User: Its so stupid. I keep worrying about worrying or having something bad happen. The thoughts
 just come so fast
Assistant: Maybe your mind is just congested with the thoughts of life, and you just need to relax for a little while
User: tried that. its become more of a chronic thing, like sometimes I cant controll the thoughts or like I dont know how to relax. like a chemical thing 
Assistant: A chemical thing, so maybe you need a counsellor, and then he can assess your problem, and everything will be alright :)
User: I have one and it helps sometimes. I try to meditate

Assistant: ","Yes, meditation is very good at calming down the mind. Does it help you? If it does maybe do it more continuously and more frequently", It helps to meditate,0,0.0,[Providing Suggestions],[Others],0
"User: tried that. its become more of a chronic thing, like sometimes I cant controll the thoughts or like I dont know how to relax. like a chemical thing 
Assistant: A chemical thing, so maybe you need a counsellor, and then he can assess your problem, and everything will be alright :)
User: I have one and it helps sometimes. I try to meditate

Assistant: Yes, meditation is very good at calming down the mind. Does it help you? If it does maybe do it more continuously and more frequently
User: i pretty much have to do it constantly

Assistant: ","Not constantly. because then you won't have anytime to do anything else, but if negative thoughts always come into your head, maybe try doing something you enjoy doing", It's really good that you are working on yourself and you have a counsellor to help you. You are doing very well.,0.025,0.1778,[Providing Suggestions],[Affirmation and Reassurance],0
"User: I have one and it helps sometimes. I try to meditate

Assistant: Yes, meditation is very good at calming down the mind. Does it help you? If it does maybe do it more continuously and more frequently
User: i pretty much have to do it constantly

Assistant: Not constantly. because then you won't have anytime to do anything else, but if negative thoughts always come into your head, maybe try doing something you enjoy doing
User: yeah maybe its as simple as that. I know Im the problem cause its very obvious that im the on ein control of the thoughts for the most part

Assistant: ","Yeah, maybe.  But always look at the bright side of stuff and maybe the negative thoughts can stop", I see. Maybe try to do something you enjoy doing for a few minutes before you start to think about things you are worried about.,0,0.0,[Providing Suggestions],[Providing Suggestions],1
"User: i pretty much have to do it constantly

Assistant: Not constantly. because then you won't have anytime to do anything else, but if negative thoughts always come into your head, maybe try doing something you enjoy doing
User: yeah maybe its as simple as that. I know Im the problem cause its very obvious that im the on ein control of the thoughts for the most part

Assistant: Yeah, maybe.  But always look at the bright side of stuff and maybe the negative thoughts can stop
User: right. I will try and start that more today and commit to it

Assistant: ",yes that's the spirit! And with that mind set good things will always come to you!, I hope it helps you. ,0,0.0,[Affirmation and Reassurance],[Providing Suggestions],0
"User: yeah maybe its as simple as that. I know Im the problem cause its very obvious that im the on ein control of the thoughts for the most part

Assistant: Yeah, maybe.  But always look at the bright side of stuff and maybe the negative thoughts can stop
User: right. I will try and start that more today and commit to it

Assistant: yes that's the spirit! And with that mind set good things will always come to you!
User: yes i agree. when i consistently use meditation and positive attitude, any bad things are defintely minimized

Assistant: ","Yes, as long as you keep focused and not divert into any other thoughts :)", I think you are on the right track!,0.0176,0.0909,[Affirmation and Reassurance],[Providing Suggestions],0
"User: right. I will try and start that more today and commit to it

Assistant: yes that's the spirit! And with that mind set good things will always come to you!
User: yes i agree. when i consistently use meditation and positive attitude, any bad things are defintely minimized

Assistant: Yes, as long as you keep focused and not divert into any other thoughts :)
User: yes. do you meditate?
'
Assistant: ","I do it once a week and it really helps. I used to do it more often when I felt I couldn't do anything right, so always do it according to the situation"," I do meditate, but I also do a lot of yoga and exercise. ",0.0421,0.2286,[Self-disclosure],[Providing Suggestions],0
"User: yes i agree. when i consistently use meditation and positive attitude, any bad things are defintely minimized

Assistant: Yes, as long as you keep focused and not divert into any other thoughts :)
User: yes. do you meditate?
'
Assistant: I do it once a week and it really helps. I used to do it more often when I felt I couldn't do anything right, so always do it according to the situation
User: do you want to keep talking or should we wrap up? i could go either way

Assistant: ",Yes, I think it's good to end the session with a positive note and then you can close the chat. ,0,0.0,[Others],[Others],1
"Assistant: Yes, as long as you keep focused and not divert into any other thoughts :)
User: yes. do you meditate?
'
Assistant: I do it once a week and it really helps. I used to do it more often when I felt I couldn't do anything right, so always do it according to the situation
User: do you want to keep talking or should we wrap up? i could go either way

Assistant: Yes
Assistant: ",If you want to, If you don't mind I would like to give you some suggestions and then we can end the session. I don't think it's fair to end the session if you don't feel like it.,0.0517,0.2143,[Others],[Others],1
"User: do you want to keep talking or should we wrap up? i could go either way

Assistant: Yes
Assistant: If you want to 
User: I might go and have some breakfast

User: It was great chatting :)

Assistant: ","But im here for you but if we are done lets wrap it up :) yes, byee", I think you can ,0.0035,0.0952,[Others],[Others],1
Assistant: ,Hello," Hello, How are you?",0,0.0,[Others],[Others],1
"Assistant: Hello


User: Hello how are you?
Assistant: ","I am good, how are you?"," I'm good, how are you?",0.6342,0.7273,[Question],[Question],1
"Assistant: Hello


User: Hello how are you?
Assistant: I am good, how are you?

User: I am doing well just dealing with some problems with my friends
Assistant: ","I'm sorry, what type of problems are you having?"," Can you tell me more about it?
",0.0367,0.125,[Question],[Question],1
"User: Hello how are you?
Assistant: I am good, how are you?

User: I am doing well just dealing with some problems with my friends
Assistant: I'm sorry, what type of problems are you having?

User: Friends not being there for me when I need emotional support. They also do not pay for their stuff when we go out to eat or go to the bar as well.
Assistant: ","So just to make sure I understand, you are having issues with your friends not being there for you emotionally and you are worried about them taking advantage of you when you go out.", I can understand how that would make you feel. ,0.004,0.1026,[Restatement or Paraphrasing],[Restatement or Paraphrasing],1
"User: I am doing well just dealing with some problems with my friends
Assistant: I'm sorry, what type of problems are you having?

User: Friends not being there for me when I need emotional support. They also do not pay for their stuff when we go out to eat or go to the bar as well.
Assistant: So just to make sure I understand, you are having issues with your friends not being there for you emotionally and you are worried about them taking advantage of you when you go out. 

User: Yes that is exactly it. Just sucks not having that emotional support
Assistant: ",I completely understand what you are feeling. Have you tried to talk to your friends about your concerns? It helps to clear the air and make sure everyone understands everyone elses perspective," I can understand how you would feel that way. It can be tough when your friends aren't there for you. 
",0.069,0.2174,[Question],[Affirmation and Reassurance],0
"User: Friends not being there for me when I need emotional support. They also do not pay for their stuff when we go out to eat or go to the bar as well.
Assistant: So just to make sure I understand, you are having issues with your friends not being there for you emotionally and you are worried about them taking advantage of you when you go out. 

User: Yes that is exactly it. Just sucks not having that emotional support
Assistant: I completely understand what you are feeling. Have you tried to talk to your friends about your concerns? It helps to clear the air and make sure everyone understands everyone elses perspective 

User: I have and it seems that they just tell me what I would like to hear! It sucks when I am always there for them when they need me but they cannot do the same.
Assistant: ","I have had the same problems in the past with some friends not being there for me when I need it, so I completely understand where you're coming from."," I see. It can be hard to express your feelings to others. Have you ever tried to write down your feelings and then read them to your friends? Sometimes writing can help you get your thoughts off your chest. 
",0.0082,0.0357,[Self-disclosure],[Providing Suggestions],0
"User: Yes that is exactly it. Just sucks not having that emotional support
Assistant: I completely understand what you are feeling. Have you tried to talk to your friends about your concerns? It helps to clear the air and make sure everyone understands everyone elses perspective 

User: I have and it seems that they just tell me what I would like to hear! It sucks when I am always there for them when they need me but they cannot do the same.
Assistant: I have had the same problems in the past with some friends not being there for me when I need it, so I completely understand where you're coming from. 

User: It's good to know that I am not the only one going through this. What is your advice from experience with this?
Assistant: ",Do you have anyone else to talk to about what you're going through? It also helps a lot of the time to talk to an objective 3rd part to help give you some advice on what they think you should do.," I would recommend trying to spend more time with your friends. Maybe taking a trip somewhere, or going on a hike. It helps to get away from the stress and try to clear your mind.",0.0244,0.1875,[Providing Suggestions],[Information],0
"User: I have and it seems that they just tell me what I would like to hear! It sucks when I am always there for them when they need me but they cannot do the same.
Assistant: I have had the same problems in the past with some friends not being there for me when I need it, so I completely understand where you're coming from. 

User: It's good to know that I am not the only one going through this. What is your advice from experience with this?
Assistant: Do you have anyone else to talk to about what you're going through? It also helps a lot of the time to talk to an objective 3rd part to help give you some advice on what they think you should do. 

User: My grandma mostly who is an experienced family therapist but she is going through her own stuff as well.
Assistant: ","Another thing that might help is focusing on some of your hobbies, I often find it helpful to use my hobbies to get my mind off of things that are bothering me."," Maybe you could just ask her if you can talk to her about it? I think that would be a good start. 
",0.0162,0.0816,[Providing Suggestions],[Providing Suggestions],1
"User: It's good to know that I am not the only one going through this. What is your advice from experience with this?
Assistant: Do you have anyone else to talk to about what you're going through? It also helps a lot of the time to talk to an objective 3rd part to help give you some advice on what they think you should do. 

User: My grandma mostly who is an experienced family therapist but she is going through her own stuff as well.
Assistant: Another thing that might help is focusing on some of your hobbies, I often find it helpful to use my hobbies to get my mind off of things that are bothering me.

User: That is definitely helpful. I will look into being more productive and also doing more hobbies around the house to help clear my mind. Any hobbies that you do now that really help?
Assistant: ","I enjoy building model cars in my free time, it really does a good job of keeping me occupied. I also find that reading helps a lot too!"," I don't do any hobbies, I'm not sure what kinds of hobbies you have but maybe you could look into that.",0.0156,0.1304,[Self-disclosure],[Providing Suggestions],0
"User: My grandma mostly who is an experienced family therapist but she is going through her own stuff as well.
Assistant: Another thing that might help is focusing on some of your hobbies, I often find it helpful to use my hobbies to get my mind off of things that are bothering me.

User: That is definitely helpful. I will look into being more productive and also doing more hobbies around the house to help clear my mind. Any hobbies that you do now that really help?
Assistant: I enjoy building model cars in my free time, it really does a good job of keeping me occupied. I also find that reading helps a lot too!

User: Sounds good to me. I will take up building something...maybe turn it into a business as well. Thank you for the advice. 
Assistant: ",Not a problem! I am glad I was able to talk to you tonight!," That's great, I'm glad I could be of help!",0.0956,0.1905,[Others],[Affirmation and Reassurance],0
"User: Hi..how are you doing today..
Assistant: ",Hi..Iam doing good..How are you today, I'm doing well.  How can I help you?,0.0423,0.25,[Restatement or Paraphrasing],[Others],0
"User: Hi..how are you doing today..
Assistant: Hi..Iam doing good..How are you today

User: Iam facing post partum depression as I recently had a baby..
Assistant: ",Oh I can relate to that because I also had a baby a year ago and I can understand what you are going through.., I am sorry to hear that..,0.0041,0.2308,[Reflection of feelings],[Restatement or Paraphrasing],0
"User: Hi..how are you doing today..
Assistant: Hi..Iam doing good..How are you today

User: Iam facing post partum depression as I recently had a baby..
Assistant: Oh I can relate to that because I also had a baby a year ago and I can understand what you are going through..
User: How did you manage to deal with that..
Assistant: ",Do you have anyone to help you with the baby so that you can have some time to relax for yourselves.," Well, I had a support system in place..I had a close friend who was there for me and that helped me a lot. ",0.0199,0.0541,[Question],[Affirmation and Reassurance],0
"User: Iam facing post partum depression as I recently had a baby..
Assistant: Oh I can relate to that because I also had a baby a year ago and I can understand what you are going through..
User: How did you manage to deal with that..
Assistant: Do you have anyone to help you with the baby so that you can have some time to relax for yourselves.
User: No my husband works in different city and my parents live in a different country..I dont have anyone with me to take care of the baby..
Assistant: ",Oh that will be difficult for you..Can you afford a nanny.., Well you have to do the best you can. Maybe you can try and find someone to help you out or just try to get yourself some time alone and spend time on yourself.,0.0094,0.0571,[Reflection of feelings],[Providing Suggestions],0
"User: How did you manage to deal with that..
Assistant: Do you have anyone to help you with the baby so that you can have some time to relax for yourselves.
User: No my husband works in different city and my parents live in a different country..I dont have anyone with me to take care of the baby..
Assistant: Oh that will be difficult for you..Can you afford a nanny..
User: Yeah I can afford but iam skeptical because of the pandemic..
Assistant: ","Dont worry,just love your baby,when the baby sleeps,try to have some rest and practice yoga and meditation when you have time ,they helped me a lot whn Iam dealing with the depression..", I can understand your worry..,0.0003,0.0588,[Restatement or Paraphrasing],[Reflection of feelings],0
"User: No my husband works in different city and my parents live in a different country..I dont have anyone with me to take care of the baby..
Assistant: Oh that will be difficult for you..Can you afford a nanny..
User: Yeah I can afford but iam skeptical because of the pandemic..
Assistant: Dont worry,just love your baby,when the baby sleeps,try to have some rest and practice yoga and meditation when you have time ,they helped me a lot whn Iam dealing with the depression..
User: Oh Thank you for the suggestion..I will follow that..
Assistant: ",Also you can connect on online forums and find help by chatting with other moms who are fcing the same issues.., I am glad to help you..,0.0047,0.0741,[Providing Suggestions],[Others],0
"User: Yeah I can afford but iam skeptical because of the pandemic..
Assistant: Dont worry,just love your baby,when the baby sleeps,try to have some rest and practice yoga and meditation when you have time ,they helped me a lot whn Iam dealing with the depression..
User: Oh Thank you for the suggestion..I will follow that..
Assistant: Also you can connect on online forums and find help by chatting with other moms who are fcing the same issues..
User: Oh that is a great idea..I will certainly look in to it and will consider it..
Assistant: ",Iam glad you like them..I hope you will be better soon and Iam positive about that..love your baby..," You are so welcome,have a nice time and stay safe and healthy",0.0167,0.069,[Affirmation and Reassurance],[Others],0
"User: Oh Thank you for the suggestion..I will follow that..
Assistant: Also you can connect on online forums and find help by chatting with other moms who are fcing the same issues..
User: Oh that is a great idea..I will certainly look in to it and will consider it..
Assistant: Iam glad you like them..I hope you will be better soon and Iam positive about that..love your baby..
User: Thank you so much for the help .I really appreciate it .
Assistant: ",No problem..happy to help..Is there any thing else you need help with?, your welcome..,0,0.0,[Question],[Others],0
"User: Oh that is a great idea..I will certainly look in to it and will consider it..
Assistant: Iam glad you like them..I hope you will be better soon and Iam positive about that..love your baby..
User: Thank you so much for the help .I really appreciate it .
Assistant: No problem..happy to help..Is there any thing else you need help with?
User: Nothing..thank you..bye..
Assistant: ",ok bye, bye..,0,0.6667,[Others],[Others],1
"User: Thank you so much for the help .I really appreciate it .
Assistant: No problem..happy to help..Is there any thing else you need help with?
User: Nothing..thank you..bye..
Assistant: ok bye
User: This service is extremely helpful..
Assistant: ",Iam glad to help you provide with emotional support.., I am glad I could help..,0.035,0.2857,[Restatement or Paraphrasing],[Affirmation and Reassurance],0
"User: Hi
Assistant: ",hi what brought you here today?, Hello! How are you today?,0.0819,0.3636,[Question],[Question],1
"User: Hi
Assistant: hi what brought you here today?
User: I am feeling sad and lonely

Assistant: ",im sorry you are feel that way. i can feel that way sometimes too. is there anything that helps you feel comforted?, I understand that you are feeling sad and lonely. Is there something specific that brought you to this state of mind?,0.114,0.2286,[Restatement or Paraphrasing],[Restatement or Paraphrasing],1
"User: Hi
Assistant: hi what brought you here today?
User: I am feeling sad and lonely

Assistant: im sorry you are feel that way. i can feel that way sometimes too. is there anything that helps you feel comforted?
User: Well I would typically reach out to local friends but I recently moved and with Covid it is difficult to make new friends

Assistant: ",thats understanding. with all thats going on in the world right now its hard to get out and make new friends especially being in a new city., i understand how you feel. it is very difficult to make new friends when you are isolating.,0.0952,0.2,[Restatement or Paraphrasing],[Affirmation and Reassurance],0
"User: I am feeling sad and lonely

Assistant: im sorry you are feel that way. i can feel that way sometimes too. is there anything that helps you feel comforted?
User: Well I would typically reach out to local friends but I recently moved and with Covid it is difficult to make new friends

Assistant: thats understanding. with all thats going on in the world right now its hard to get out and make new friends especially being in a new city.
User: Yes, i wish i had some ideas on maybe some ways I could still make friends

Assistant: ",is there a way you could connect with people in your area via social media or chatrooms maybe? I know theres this website i used once called meetup where they sometimes organize activities locally to do things even during this pandemic. sometimes they host virtual meetups to, im sorry. do you have any hobbies that you like to do? maybe you could meet up with people who like that?,0.0517,0.1613,[Affirmation and Reassurance],[Question],0
"User: Well I would typically reach out to local friends but I recently moved and with Covid it is difficult to make new friends

Assistant: thats understanding. with all thats going on in the world right now its hard to get out and make new friends especially being in a new city.
User: Yes, i wish i had some ideas on maybe some ways I could still make friends

Assistant: is there a way you could connect with people in your area via social media or chatrooms maybe? I know theres this website i used once called meetup where they sometimes organize activities locally to do things even during this pandemic. sometimes they host virtual meetups to
User: I could check that out.  I know many of us are doing virtual meetings but in person meetings are really the best.  Especially when you are an extrovert. 

Assistant: ",yes i can understand that. im an introvert and even ive been feeling like needing some in person contact to feel more connected, I wouldnt worry about the pandemic and just go out and try to meet new people. you might find something new to love.,0.0199,0.093,[Others],[Providing Suggestions],0
"User: Yes, i wish i had some ideas on maybe some ways I could still make friends

Assistant: is there a way you could connect with people in your area via social media or chatrooms maybe? I know theres this website i used once called meetup where they sometimes organize activities locally to do things even during this pandemic. sometimes they host virtual meetups to
User: I could check that out.  I know many of us are doing virtual meetings but in person meetings are really the best.  Especially when you are an extrovert. 

Assistant: yes i can understand that. im an introvert and even ive been feeling like needing some in person contact to feel more connected
User: I tried connecting with people via this app, sort of like a friend version of Tinder but no one responded back to me.

Assistant: ",yea that can happen ive been on those kind of apps before. sometimes it takes awhile for people to respond., i have heard of the app called Hello. maybe you could try that. i think it's for more of a casual connection,0.0208,0.15,[Others],[Providing Suggestions],0
"User: I could check that out.  I know many of us are doing virtual meetings but in person meetings are really the best.  Especially when you are an extrovert. 

Assistant: yes i can understand that. im an introvert and even ive been feeling like needing some in person contact to feel more connected
User: I tried connecting with people via this app, sort of like a friend version of Tinder but no one responded back to me.

Assistant: yea that can happen ive been on those kind of apps before. sometimes it takes awhile for people to respond. 
User: It can be so frustrating.  Why are you on the app if you don't want to respond to people?

Assistant: ",yea it can been frustrating i understand your feelings. its seems like you said you are an extrovert so maybe using an app that you could connect with people in person might help?, yea i can understand that. im not sure why i was on the app. i was just trying to make friends. i should have been more prepared. ,0.0214,0.1852,[Restatement or Paraphrasing],[Providing Suggestions],0
"User: I tried connecting with people via this app, sort of like a friend version of Tinder but no one responded back to me.

Assistant: yea that can happen ive been on those kind of apps before. sometimes it takes awhile for people to respond. 
User: It can be so frustrating.  Why are you on the app if you don't want to respond to people?

Assistant: yea it can been frustrating i understand your feelings. its seems like you said you are an extrovert so maybe using an app that you could connect with people in person might help?
User: Yes, that is what i was hoping so i tried that.  I guess i will need to give it another try to see if i can find someone who is willing to meet.  

Assistant: ",yea sometimes you gotta give things another go. things can be frustrating at first but it can help to take a step back or breather and think about the situation and how to approach things again., I would say if you feel like you are having a hard time connecting with people then maybe you should take a break from the app and try to just go out and do some stuff that you enjoy doing. ,0.067,0.209,[Affirmation and Reassurance],[Providing Suggestions],0
