context,target,generated,bleu-2,rouge-l,extrema,ppl,target_strategy,pred_strategy
"[Turn: 10] User: Okay, that is great.  That eases my anxiety a bit.

Assistant: I am so glad! I know online school is stressful but I think you can do it.
User: Thanks.  I am learning as I go and I am believe I am getting better.  Just got to get use to it.  
Assistant: I can recommend other resources if you'd like.

User: Thank you, just a couple more if you have them.

Assistant: "," If this is an upper level math course, you can go to university sites! They always have lessons
"," I am glad to help!
",0.5251935081834491,8.695651833648407,85.9375,-,[Providing Suggestions],[Others]
"[Turn: 11] User: Thanks.  I am learning as I go and I am believe I am getting better.  Just got to get use to it.  
Assistant: I can recommend other resources if you'd like.

User: Thank you, just a couple more if you have them.

Assistant: If this is an upper level math course, you can go to university sites! They always have lessons

User: Okay, I will check that out.  Thanks for your help.
Assistant: ", Of course! Did you have any other questions?," I hope you have a wonderful rest of your day!
",14.9071198499986,22.222221728395073,85.25390625,-,[Others],[Others]
"[Turn: 12] User: Thank you, just a couple more if you have them.

Assistant: If this is an upper level math course, you can go to university sites! They always have lessons

User: Okay, I will check that out.  Thanks for your help.
Assistant: Of course! Did you have any other questions?
User: No, that was all.  Thank you for your assistance and providing me with some sources that can definitely help.  Have a great day!!
Assistant: ", Good luck studying! You're capable of doing well!," Thank you! Have a great day as well!
",4.225771273642583,12.499999500000019,85.9375,-,[Affirmation and Reassurance],[Others]
"[Turn: 13] User: Okay, I will check that out.  Thanks for your help.
Assistant: Of course! Did you have any other questions?
User: No, that was all.  Thank you for your assistance and providing me with some sources that can definitely help.  Have a great day!!
Assistant: Good luck studying! You're capable of doing well!
User: Thanks again for the words of encouragement.  Goodbye!
Assistant: ", You can terminate the convo at any time!, Bye!,0,0.0,58.7890625,-,[Others],[Others]
[Turn: 1] Assistant: ," HI there, How are you doing today?"," Hi there, how are you?",6.703200460356394,33.33333284722222,91.30859375,-,[Question],[Question]
"[Turn: 2] Assistant: HI there, How are you doing today?
User: Its hard for me to find a job

User: things could be doing better

User: it's been a bad week for me

Assistant: "," I understand that, it is hard to find a job. I got terminated during the beginning of covid"," I'm sorry to hear that, what kind of jobs are you looking for?",2.985121338956229,13.333332842222239,90.380859375,-,[Self-disclosure],[Restatement or Paraphrasing]
"[Turn: 3] User: things could be doing better

User: it's been a bad week for me

Assistant: I understand that, it is hard to find a job. I got terminated during the beginning of covid
User: Yea, i got laid off in July

User: the market has been tough

Assistant: "," I actually took a job at walmart just to make ends meet. Not the best situation but hey, my family can eat.", Do you work in an office or in a store?,1.0039807063740072,6.451612491155072,89.013671875,-,[Self-disclosure],[Question]
"[Turn: 4] User: the market has been tough

Assistant: I actually took a job at walmart just to make ends meet. Not the best situation but hey, my family can eat.
User: thats good

User: i'm an engineer and i would like to take another engineering role

User: but they are hard to come by now adays

Assistant: "," Yea, would you consider doing something lesser for now just to make sure you have some income coming in? Or do you still collect unemployment at least?", What is it that you want to do?,0.5558678929360515,12.121211753902674,89.84375,-,[Information],[Question]
"[Turn: 5] User: i'm an engineer and i would like to take another engineering role

User: but they are hard to come by now adays

Assistant: Yea, would you consider doing something lesser for now just to make sure you have some income coming in? Or do you still collect unemployment at least?
User: yes, i still get some unemployment which helps

User: i've done many interviews

Assistant: "," Thats good at least. Well, its great you are being proactive about it!"," I would recommend looking into some online courses and getting a little bit of a head start on the other courses, then you can start looking for jobs soon.",1.1097419040461882,5.128204683760723,89.453125,-,[Others],[Providing Suggestions]
"[Turn: 6] User: but they are hard to come by now adays

Assistant: Yea, would you consider doing something lesser for now just to make sure you have some income coming in? Or do you still collect unemployment at least?
User: yes, i still get some unemployment which helps

User: i've done many interviews

Assistant: Thats good at least. Well, its great you are being proactive about it!
Assistant: "," I hate saying this but, just hang in there and keep moving on", Have you ever thought about looking into a job through an agency?,0,0.0,85.888671875,-,[Providing Suggestions],[Providing Suggestions]
"[Turn: 7] Assistant: I hate saying this but, just hang in there and keep moving on
User: yes. so i'm hoping to find something soon before the holidays

User: yes thank you

User: i just want to be able to buy presents for my family

User: and make it to 2021

Assistant: "," I hear ya, im doing everything i can to make a bit of extra money just so my kid can have a semi normal christmas!"," You're welcome, I hope you find a job soon and be able to see your family",2.014486495854309,10.256409772518102,91.50390625,-,[Others],[Others]
"[Turn: 8] Assistant: I hear ya, im doing everything i can to make a bit of extra money just so my kid can have a semi normal christmas!
User: yes exactly, i have two young ones

User: its already hard for them to be at home all day and zoom for school

User: i just want to make this christmas specia

User: so its been a bummer with covid going on

Assistant: "," Yea i feel so bad for her. Thing is so presents arent everythign. Since you got little ones might be time for some new traditions. Make some ""igloo"" forts and have an indoor snowball fight with balled of socks or something like that "," Maybe try to do a holiday playdate for them with some of your friends, and have them do a Christmas play.",4.19252642385593,13.793103020214046,93.26171875,-,[Providing Suggestions],[Providing Suggestions]
"[Turn: 9] User: i just want to make this christmas specia

User: so its been a bummer with covid going on

Assistant: Yea i feel so bad for her. Thing is so presents arent everythign. Since you got little ones might be time for some new traditions. Make some ""igloo"" forts and have an indoor snowball fight with balled of socks or something like that 
User: thanks.  well i'm going to have to continue looking for jobs on linkedin

User: thank you for your time

Assistant: ", Thanks for sharing!, I think thats a good idea. Maybe a Christmas party where everyone is supposed to dress up and drink.,0,0.0,80.712890625,-,[Others],[Providing Suggestions]
"[Turn: 10] User: thanks.  well i'm going to have to continue looking for jobs on linkedin

User: thank you for your time

Assistant: Thanks for sharing!
User: any other advice to offer me

User: before i go

Assistant: "," Hmm lets see, more a fun thing to do then advice, my daughter saw some xmas dessert she wants to make. Its pretty simple. Get some candy canes and poke em into marshmellows. Melt some chocolate and dip the marshmellows into them. Cover with sprinkles and let harden. Might be a fun thing to do. Id focus on experience over material this holiday.", You're welcome.  Is there anything else you wanted to talk about?,0.026685490968979025,3.2258061597294754,91.650390625,-,[Providing Suggestions],[Providing Suggestions]
"[Turn: 11] User: before i go

Assistant: Hmm lets see, more a fun thing to do then advice, my daughter saw some xmas dessert she wants to make. Its pretty simple. Get some candy canes and poke em into marshmellows. Melt some chocolate and dip the marshmellows into them. Cover with sprinkles and let harden. Might be a fun thing to do. Id focus on experience over material this holiday.
User: awesome

User: those are some great ideas

User: and not cost a lot of money

Assistant: "," Yea, i hope things work out for you!", That is a great idea.,0,0.0,75.29296875,-,[Others],[Affirmation and Reassurance]
"[Turn: 12] User: and not cost a lot of money

Assistant: Yea, i hope things work out for you!
User: thanks 

User: have a good day

User: good sunday

Assistant: ", You as well!, You too!,13.562437855552414,39.99999952000001,81.93359375,-,[Others],[Others]
"[Turn: 1] User: have you ever failed a test?
Assistant: "," I failed a driving test once



", I have not failed a test. ,31.6227766016838,61.53846104142012,85.986328125,-,[Self-disclosure],[Question]
"[Turn: 2] User: have you ever failed a test?
Assistant: I failed a driving test once




User: how did it make you feel?

Assistant: ", I was very aggravated. I thought it was the instructor's fault. I was 15., I felt like a dumbass,1.16883964784081,13.333332888888904,79.58984375,-,[Self-disclosure],[Others]
"[Turn: 3] User: have you ever failed a test?
Assistant: I failed a driving test once




User: how did it make you feel?

Assistant: I was very aggravated. I thought it was the instructor's fault. I was 15.
Assistant: ", actually 16, Do you have a specific problem or question?,0,0.0,64.94140625,-,[Reflection of feelings],[Question]
"[Turn: 4] Assistant: I was very aggravated. I thought it was the instructor's fault. I was 15.
Assistant: actually 16
User: I failed a math test, and was really depressed about this situation. it was my final. I barely passed the class. the teacher graded ont he curve.

User: I failed the written part of the driving test when i was 16, i was upset about that as well. took 3 times to pass it

User: so, did you ever pass the test

Assistant: "," Well, you passed!", I failed a few tests and then passed. It took a while. I think you should do the same.,1.7099639201419234,9.999999745000007,81.982421875,-,[Reflection of feelings],[Providing Suggestions]
"[Turn: 5] User: I failed a math test, and was really depressed about this situation. it was my final. I barely passed the class. the teacher graded ont he curve.

User: I failed the written part of the driving test when i was 16, i was upset about that as well. took 3 times to pass it

User: so, did you ever pass the test

Assistant: Well, you passed!
User: right, but still it was a hard pill to swallow knowing that i didn't pass it on my own, i needed the weight of the class to pull me up

Assistant: "," I did. On my second try. But, take heart. You tried your best and you are continuing to try hard. It's wise to keep in touch with how you're feeling.
", I think it's good that you have a plan to do better next time.,1.2947573426875403,13.953487932936733,92.919921875,-,[Affirmation and Reassurance],[Providing Suggestions]
"[Turn: 6] User: so, did you ever pass the test

Assistant: Well, you passed!
User: right, but still it was a hard pill to swallow knowing that i didn't pass it on my own, i needed the weight of the class to pull me up

Assistant: I did. On my second try. But, take heart. You tried your best and you are continuing to try hard. It's wise to keep in touch with how you're feeling.

User: I was, and I am still feeling really upset about passing on my on. I currently enrolled in another math class. Im hoping that this ends differently. 
Assistant: "," I find that sometimes some breathing exercises, getting fresh air, can help clear your head. ", I can understand. That's a lot to process. It's okay to feel that way. You've done a lot of work and you're still continuing to do it. Keep pushing forward.,1.8569533817705195,14.28571381405897,88.8671875,-,[Providing Suggestions],[Reflection of feelings]
"[Turn: 7] User: right, but still it was a hard pill to swallow knowing that i didn't pass it on my own, i needed the weight of the class to pull me up

Assistant: I did. On my second try. But, take heart. You tried your best and you are continuing to try hard. It's wise to keep in touch with how you're feeling.

User: I was, and I am still feeling really upset about passing on my on. I currently enrolled in another math class. Im hoping that this ends differently. 
Assistant: I find that sometimes some breathing exercises, getting fresh air, can help clear your head. 
User: I guess I can try that, i usually just eat and avoid my math work until the last minute. I am an emotional eater.
Assistant: ", taking long walks as well. Don't obsess on it.," I think you're doing your best, and you're continuing to try. It's great that you are trying to be proactive about improving your situation.",0,0.0,89.94140625,-,[Providing Suggestions],[Providing Suggestions]
"[Turn: 8] User: I was, and I am still feeling really upset about passing on my on. I currently enrolled in another math class. Im hoping that this ends differently. 
Assistant: I find that sometimes some breathing exercises, getting fresh air, can help clear your head. 
User: I guess I can try that, i usually just eat and avoid my math work until the last minute. I am an emotional eater.
Assistant: taking long walks as well. Don't obsess on it.
User: i like walking my dog, that usually gives me sometime to reflect and to stay optimistic about math. I have a great family support because my family knows how much I want to become a math teacher.  
Assistant: ", right. stay optimistic., I know that it is very hard to learn things like this when you are in a negative mindset.,0,0.0,74.31640625,-,[Others],[Providing Suggestions]
"[Turn: 9] User: I guess I can try that, i usually just eat and avoid my math work until the last minute. I am an emotional eater.
Assistant: taking long walks as well. Don't obsess on it.
User: i like walking my dog, that usually gives me sometime to reflect and to stay optimistic about math. I have a great family support because my family knows how much I want to become a math teacher.  
Assistant: right. stay optimistic.
User: Thanks for all the positive advice. 
Assistant: ", You certainly got your work cut out for you., you are welcome.,0,16.666666291666676,81.25,-,[Others],[Others]
"[Turn: 10] User: Thanks for all the positive advice. 
Assistant: You certainly got your work cut out for you.
User: i know thats why im so stress. 
User: stressed
User: bye
Assistant: "," Perhaps ""teacher"" is the right path, buth ""math"" is not. good Luck to you", I'm glad I was able to be of some assistance. Good luck with everything.,2.344036154692477,7.4074069080933125,87.646484375,-,[Providing Suggestions],[Others]
"[Turn: 11] User: i know thats why im so stress. 
User: stressed
User: bye
Assistant: Perhaps ""teacher"" is the right path, buth ""math"" is not. good Luck to you
User: maybe so.  Thanks!
Assistant: ", Welcome. I'm out., I am glad I could help.  Bye,0,0.0,81.15234375,-,[Others],[Others]
[Turn: 1] Assistant: , Hello! How can I help you today?," Hello, how are you doing?",4.739878501170794,16.66666618055557,88.671875,-,[Question],[Question]
"[Turn: 2] Assistant: Hello! How can I help you today?
User: I'M PASSING THROUGH DEPRESSION 

Assistant: ", That sounds really rough. When did this begin?, I am sorry to hear that. Depression can be a very difficult thing to deal with.,0,0.0,87.6953125,-,[Affirmation and Reassurance],[Restatement or Paraphrasing]
"[Turn: 3] Assistant: Hello! How can I help you today?
User: I'M PASSING THROUGH DEPRESSION 

Assistant: That sounds really rough. When did this begin?
User: TODAY

User: I LOST A VERY DEAR FRIEND
Assistant: "," I am so sorry to hear this! Losing a close friend can be very difficult.Communicating your feelings is a step in the right direction to cope with your emotions.
", I'm sorry to hear that. I'm wondering if you would like to share what led to this?,8.466418473209302,14.285713841269857,92.236328125,-,[Reflection of feelings],[Question]
"[Turn: 4] User: TODAY

User: I LOST A VERY DEAR FRIEND
Assistant: I am so sorry to hear this! Losing a close friend can be very difficult.Communicating your feelings is a step in the right direction to cope with your emotions.

User: i dont know how i can get over ,its heart breaking since i heard about the sad news of his demise 
User: have been taking Alcohol since to wipe away the emotion but its seems its getting more complicated
Assistant: ", I can tell you are very sad about this situation and understandably so.  It seems as if alcohol is your coping mechanism right now correct? Do you have close friends to share your emotions with?," I can understand how hard it is to cope with the loss of a close friend. 
",4.402047090338187,15.999999551200014,90.72265625,-,[Question],[Reflection of feelings]
"[Turn: 5] Assistant: I am so sorry to hear this! Losing a close friend can be very difficult.Communicating your feelings is a step in the right direction to cope with your emotions.

User: i dont know how i can get over ,its heart breaking since i heard about the sad news of his demise 
User: have been taking Alcohol since to wipe away the emotion but its seems its getting more complicated
Assistant: I can tell you are very sad about this situation and understandably so.  It seems as if alcohol is your coping mechanism right now correct? Do you have close friends to share your emotions with?
User: yes , i normally take Alcohol any time am going through any sad moment , i dont have friends near by , am the nly one at home 
Assistant: ", I see.  I also am the only one in my home and frequently have no one to turn to during hard times.  Have you thought about a local grief counselor? , Taking alcohol can be a way to cope with sadness.  But it seems you are not doing it to just pass the time but to get over the sadness.  Do you have any other family that you can call to talk to?,1.8666334823663933,13.33333283833335,95.1171875,-,[Self-disclosure],[Providing Suggestions]
"[Turn: 6] Assistant: I can tell you are very sad about this situation and understandably so.  It seems as if alcohol is your coping mechanism right now correct? Do you have close friends to share your emotions with?
User: yes , i normally take Alcohol any time am going through any sad moment , i dont have friends near by , am the nly one at home 
Assistant: I see.  I also am the only one in my home and frequently have no one to turn to during hard times.  Have you thought about a local grief counselor? 
User: yes , i am actually thinking about that when mymind is at ease
User: actually i dont like disclosing my affairs or what am passing through with strangers 
Assistant: ", You have taken this step and most counselors can do virtual meetings if you would like to keep yourself anonymous. I know it would be really hard for but I have total confidence in you!, It seems like you are handling this situation pretty well.  Do you think that maybe you just need to have a few drinks and let your mind go?,2.194022651328994,13.793102953626654,95.3125,-,[Affirmation and Reassurance],[Affirmation and Reassurance]
"[Turn: 7] User: yes , i normally take Alcohol any time am going through any sad moment , i dont have friends near by , am the nly one at home 
Assistant: I see.  I also am the only one in my home and frequently have no one to turn to during hard times.  Have you thought about a local grief counselor? 
User: yes , i am actually thinking about that when mymind is at ease
User: actually i dont like disclosing my affairs or what am passing through with strangers 
Assistant: You have taken this step and most counselors can do virtual meetings if you would like to keep yourself anonymous. I know it would be really hard for but I have total confidence in you!
Assistant: ", Have you tried any other ways besides alcohol?, I know it would be really hard for but I have total confidence in you!,0,0.0,87.20703125,-,[Providing Suggestions],[Affirmation and Reassurance]
"[Turn: 8] User: actually i dont like disclosing my affairs or what am passing through with strangers 
Assistant: You have taken this step and most counselors can do virtual meetings if you would like to keep yourself anonymous. I know it would be really hard for but I have total confidence in you!
Assistant: Have you tried any other ways besides alcohol?
User: owk, thanks 
User: not really , i havent take anything except alcohol
Assistant: ", Journaling your feelings has also been an effective way to get the emotions out! You seem like you have a lot to share so it might be a good option for you!, I am glad to hear that. I am glad that you are being honest with me.,1.0619764719483065,9.523809115646275,89.94140625,-,[Providing Suggestions],[Others]
"[Turn: 9] User: owk, thanks 
User: not really , i havent take anything except alcohol
Assistant: Journaling your feelings has also been an effective way to get the emotions out! You seem like you have a lot to share so it might be a good option for you!
User: yea
User: i will try to consult counselors
Assistant: ", I am so glad to hear this! I know you will get through this stronger than before! , What do you think your counselor can help you with?,1.6552843459713658,7.999999539200027,88.4765625,-,[Reflection of feelings],[Question]
"[Turn: 10] Assistant: Journaling your feelings has also been an effective way to get the emotions out! You seem like you have a lot to share so it might be a good option for you!
User: yea
User: i will try to consult counselors
Assistant: I am so glad to hear this! I know you will get through this stronger than before! 
User: yes, thanks for the concern
Assistant: ", I hope I have helped and provided a safe place for you to share. You will get through this! Remember to take one day at a time and never be scared to ask for help!, You're welcome! It has been a pleasure speaking with you and I hope you feel a little more relaxed now! ,5.935577302855479,21.276595272068825,93.06640625,-,[Others],[Others]
"[Turn: 11] Assistant: I am so glad to hear this! I know you will get through this stronger than before! 
User: yes, thanks for the concern
Assistant: I hope I have helped and provided a safe place for you to share. You will get through this! Remember to take one day at a time and never be scared to ask for help!
User: very well , i reall appreciate
User: God bless
Assistant: ", Same to you!, You are very welcome. God bless you and be sure to come back anytime you need to talk.,1.8077538151554673,10.526315523545714,81.787109375,-,[Others],[Others]
"[Turn: 12] Assistant: I hope I have helped and provided a safe place for you to share. You will get through this! Remember to take one day at a time and never be scared to ask for help!
User: very well , i reall appreciate
User: God bless
Assistant: Same to you!
User: bye
Assistant: ", Good bye!, Good luck and I hope everything goes well for you!,3.333333333333335,16.666666388888892,73.73046875,-,[Others],[Others]
[Turn: 1] Assistant: , Hello," Hello, how are you?",0,0.0,16.2353515625,-,[Others],[Question]
"[Turn: 2] Assistant: Hello
User: Hello how are you?

Assistant: ", I'm doing well. How are you doing?, I am good,0,0.0,72.265625,-,[Question],[Others]
"[Turn: 3] Assistant: Hello
User: Hello how are you?

Assistant: I'm doing well. How are you doing?
User: Not so well as per my message previously.

Assistant: ", Interesting I didn't see your previous message. It didn't come through on my end.  Can you tell me what's going on?, Can you elaborate?,0.14311082364526928,17.39130412098299,82.91015625,-,[Restatement or Paraphrasing],[Question]
"[Turn: 4] Assistant: I'm doing well. How are you doing?
User: Not so well as per my message previously.

Assistant: Interesting I didn't see your previous message. It didn't come through on my end.  Can you tell me what's going on?
User: Well I was having a pretty crappy day to start

User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: ", I'm really sorry to hear that. , It sounds like you are having a bad day due to this one interaction. Correct me if I'm wrong.,2.4182541670333726,15.384614991124272,87.841796875,-,[Reflection of feelings],[Restatement or Paraphrasing]
"[Turn: 5] User: Not so well as per my message previously.

Assistant: Interesting I didn't see your previous message. It didn't come through on my end.  Can you tell me what's going on?
User: Well I was having a pretty crappy day to start

User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: I'm really sorry to hear that. 
Assistant: ", What happened during your encounter with the lady?, Is there a specific reason why you were having a run in with her?,2.344036154692477,9.52380905215422,89.208984375,-,[Question],[Question]
"[Turn: 6] User: Well I was having a pretty crappy day to start

User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: I'm really sorry to hear that. 
Assistant: What happened during your encounter with the lady?
User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: "," woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family
", I'm really sorry to hear that. That is not a good way to treat people.,0.5034137952350526,8.69565175047261,91.11328125,-,[Affirmation and Reassurance],[Affirmation and Reassurance]
"[Turn: 7] User: Had a bad run in with this lady and it just put me in a really bad mood for  the day

Assistant: I'm really sorry to hear that. 
Assistant: What happened during your encounter with the lady?
User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family

Assistant: ", Did anyone respond to her?, Did you try to talk to her about the incident?,4.714045207910317,28.571428112244902,87.5,-,[Question],[Question]
"[Turn: 8] Assistant: What happened during your encounter with the lady?
User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family

Assistant: Did anyone respond to her?
User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: "," That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 
"," She's a lady, and I'm sure she had no idea how much she was hurting your feelings.",1.7045984120183582,5.714285217959227,90.72265625,-,[Affirmation and Reassurance],[Others]
"[Turn: 9] User: I was walking with my family, minding our business and this lady felt like she was above everything else and didn't have to move. So I stood my ground and she got upset and called me a female dog and a racial slur.

Assistant: woah! That's pretty awful. That doesn't sound like it warranted any kind of aggressive behavior and certainly insults and slurs of any kind aren't acceptable. I bet that was probably troubling being in front of your family

Assistant: Did anyone respond to her?
User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 

Assistant: ", one can hope anyway....," Do you think you'd rather have a conversation with her about her behavior?
",0,0.0,79.736328125,-,[Self-disclosure],[Question]
"[Turn: 10] Assistant: Did anyone respond to her?
User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 

Assistant: one can hope anyway....
User: LOL, I really hope so too!!
Assistant: "," I'm sure she got hers, and if not, I'm sure it's coming. The best thing you can do is smile and move on. The best advice someone gave me is ""consider the source"" when someone treats you crappy. They are probably having many problems of their own or maybe they are just terrible people. "," Well, that was a long conversation. Do you have anything else to talk about?",0.13462413602198287,3.333332975555594,91.2109375,-,[Providing Suggestions],[Question]
"[Turn: 11] User: OMG, yes it was and yes, see she was on a bike and it was enough space on the boardwalk where we live. So after she said that, I immediately got angry and chased her down on foot, while she peddled on the bike. I couldn't catch her and the Lord made sure I didn't.
Assistant: That sounds pretty intense. Fortunately karma can be cruel. Perhaps she fell off her bike on her way home... 

Assistant: one can hope anyway....
User: LOL, I really hope so too!!
Assistant: I'm sure she got hers, and if not, I'm sure it's coming. The best thing you can do is smile and move on. The best advice someone gave me is ""consider the source"" when someone treats you crappy. They are probably having many problems of their own or maybe they are just terrible people. 
Assistant: ", Bad things inevitably happen to terrible people. its usually just a matter of time. ," I can't see you now, but I hope you are feeling better.",0,0.0,84.375,-,[Information],[Others]
"[Turn: 12] User: LOL, I really hope so too!!
Assistant: I'm sure she got hers, and if not, I'm sure it's coming. The best thing you can do is smile and move on. The best advice someone gave me is ""consider the source"" when someone treats you crappy. They are probably having many problems of their own or maybe they are just terrible people. 
Assistant: Bad things inevitably happen to terrible people. its usually just a matter of time. 
User: You're right but I hope because after all of that crap, I got a text from my friend telling me off. Like I already to a figurative kick to the face, now this low blow

User: took*

Assistant: ", I'm sorry to hear all that. , You're so welcome. I hope you have a better day.,0,0.0,84.619140625,-,[Affirmation and Reassurance],[Others]
"[Turn: 13] Assistant: Bad things inevitably happen to terrible people. its usually just a matter of time. 
User: You're right but I hope because after all of that crap, I got a text from my friend telling me off. Like I already to a figurative kick to the face, now this low blow

User: took*

Assistant: I'm sorry to hear all that. 
User: Yea, I feel like this whole year is just bringing out the worst in people

Assistant: "," I agree, it definitely is. Stress is running high and people are being dumb. Hopefully you have a good outlet to vent your stresses. Whether it's a friend, working out, doing a hobby. It'll help you focus on things you want to focus on and not the nonsense ", Maybe you should think about the fact that you have a lot of friends. You don't have to be alone. ,4.382143045488298,17.24137886979787,92.919921875,-,[Providing Suggestions],[Providing Suggestions]
"[Turn: 14] User: took*

Assistant: I'm sorry to hear all that. 
User: Yea, I feel like this whole year is just bringing out the worst in people

Assistant: I agree, it definitely is. Stress is running high and people are being dumb. Hopefully you have a good outlet to vent your stresses. Whether it's a friend, working out, doing a hobby. It'll help you focus on things you want to focus on and not the nonsense 
User: Yea, and staying inside lol

Assistant: ", amen, You sound like a good person and you sound like you have a good heart. ,0,0.0,-0.6473541259765625,-,[Others],[Affirmation and Reassurance]
[Turn: 1] Assistant: ," Hi, how are you doing?
"," Hi, How are you today?",38.72983346207417,59.999999500000015,89.111328125,-,[Question],[Others]
"[Turn: 2] Assistant: Hi, how are you doing?

User: Hello. I suppose I could be doing better.

Assistant: "," Anything in particular you're having a hard time with?
"," What seems to be the problem?
",0,0.0,85.107421875,-,[Question],[Question]
"[Turn: 3] Assistant: Hi, how are you doing?

User: Hello. I suppose I could be doing better.

Assistant: Anything in particular you're having a hard time with?

User: Yep. Thanks for asking. It feels to me like my GF and I may be breaking up.

Assistant: "," I'm sorry, I've been in that position before. Do you feel it's for the best?"," Oh, wow. That's a tough situation. Is there a reason you think that?",2.1708167560640015,7.407406913580279,92.08984375,-,[Affirmation and Reassurance],[Affirmation and Reassurance]
"[Turn: 4] User: Hello. I suppose I could be doing better.

Assistant: Anything in particular you're having a hard time with?

User: Yep. Thanks for asking. It feels to me like my GF and I may be breaking up.

Assistant: I'm sorry, I've been in that position before. Do you feel it's for the best?
User: No. I am very sad about it. She recently informed me shes going to go a graduate school far away after I made the decision to come to school near where she lives.
Assistant: "," That's really hard, especially when there's chance it could have worked out if it wasn't for the distance. Do you regret choosing to go to the school near where she lives?", I can understand why you're sad. It's not good for anyone to make a decision that feels like it's being pulled out of you.,1.7414935271978464,7.692307195266304,94.140625,-,[Reflection of feelings],[Reflection of feelings]
"[Turn: 5] User: Yep. Thanks for asking. It feels to me like my GF and I may be breaking up.

Assistant: I'm sorry, I've been in that position before. Do you feel it's for the best?
User: No. I am very sad about it. She recently informed me shes going to go a graduate school far away after I made the decision to come to school near where she lives.
Assistant: That's really hard, especially when there's chance it could have worked out if it wasn't for the distance. Do you regret choosing to go to the school near where she lives?
User: Yes. I feel like I put my life on hold for someone else only to have them throw me to the curve.
Assistant: ", Definitely feeling like you're living for someone else and having them not do the same is hurtful. Although it seems like you're the one in the relationship who is willing to make more sacrifices, I understand. You're still a student and you deserve to have a good life. But that's not an excuse to break up with someone.,1.5368626436232211,11.764705391772416,95.21484375,-,[Affirmation and Reassurance],[Affirmation and Reassurance]
"[Turn: 6] User: Yes. I feel like I put my life on hold for someone else only to have them throw me to the curve.
Assistant: Definitely feeling like you're living for someone else and having them not do the same is hurtful. Although it seems like you're the one in the relationship who is willing to make more sacrifices
User: At this point, yes.
User: I just wish we would of talked about this a year ago when I uprooted my life the first time.
User: I fear that this will continue to happen.

Assistant: ", Oh ok then it's not the first time this has happened. ," Maybe you should do some research on your ex, because it sounds like they might not be as committed as you thought they were.",1.3459547551454132,6.0606055977961795,90.673828125,-,[Others],[Providing Suggestions]
"[Turn: 7] Assistant: Definitely feeling like you're living for someone else and having them not do the same is hurtful. Although it seems like you're the one in the relationship who is willing to make more sacrifices
User: At this point, yes.
User: I just wish we would of talked about this a year ago when I uprooted my life the first time.
User: I fear that this will continue to happen.

Assistant: Oh ok then it's not the first time this has happened. 
Assistant: "," I think you might be right, if you notice a pattern then it might continue to happen", I would recommend talking to your partner about how you feel and if you can be more transparent about your feelings.,11.95228609334394,18.181817685950424,90.33203125,-,[Affirmation and Reassurance],[Providing Suggestions]
"[Turn: 8] User: I just wish we would of talked about this a year ago when I uprooted my life the first time.
User: I fear that this will continue to happen.

Assistant: Oh ok then it's not the first time this has happened. 
Assistant: I think you might be right, if you notice a pattern then it might continue to happen
User: So you think this will continue to happen?

Assistant: "," Most likely, she seems to need space to live for herself and is less willing to make sacrifices for you like you do for her"," I don't know for certain, but I do think it might.",1.1942086806914187,13.333332888888904,88.818359375,-,[Reflection of feelings],[Others]
